restaurant_id,names,restaurant_type,address,num_of_reviews,rating,zip_code,lati,longi
CTUqeP0Z7kgi5Tvsx-mU7A,Satay,chinese,4601 Kissena Blvd,172,3.5,11355,40.75060272,-73.81871796
ApjmgPwYXgrb0JurjQZO4w,Fortune Cookie Chinese Kitchen,chinese,611 Manhattan Ave,47,3,11222,40.72338,-73.9507
teLYg2G4VnJb5GcD3u6nVg,Daily,chinese,4210 Park Ave,44,3.5,7086,40.7753954,-74.0197846
5h-57YHVpnnl8fV_jMkQvg,Edo Asian Fusion,chinese,2087 Coney Island Ave,99,4,11223,40.60629238,-73.96164755
i2sHvYTM-vuvqqmgbFZwnQ,Cha Kee,chinese,43 Mott St,34,3.5,10013,40.71519,-73.99886
rcwEQN8lxHzkr-QtfH_b8Q,Seng Seafood Restaurant,chinese,39 E Broadway,16,4,10002,40.71345,-73.9962
c9I4-T9wTlMmJEHb4obEdQ,Happy Gathering,chinese,3220 34th Ave,57,3,11106,40.758906,-73.926013
8DV1myPrW7SePZOK46IjLQ,Lady Chow Kitchen,chinese,171 Hester St,19,4,10013,40.71785,-73.9968
KgosIJNr-XTOsjkiKlS4vQ,Five Loaves And Two Fishes,chinese,82-72 Broadway,71,3.5,11373,40.7413947,-73.8806423
tKkGBTtkPl_A9KXT-ODPpg,Hunan Cafe 湘水山庄,chinese,137-40 Northern Blvd,165,3.5,11354,40.76327608,-73.829688
DXMfEyJCCAUFgtVZpSkwVA,Nan Bei Ho Corp,chinese,212-22 48th Ave,206,3.5,11364,40.75523,-73.76834
mEi57As_Gwyt1F73V2x__A,1392 Seafood BBQ,chinese,39-16 Prince St,62,4,11354,40.759217,-73.832547
HVZ4E2yL-k37oC4ayiubbQ,Sabrosura 2,chinese,1808 Westchester Ave,138,4,10472,40.83176974,-73.86583769
gueBDw00UM9bhaRlivdamw,He Nan Hui Mian,chinese,136-31 41st Ave,32,4.5,11354,40.75892957,-73.8284643
Sqp7ukA0qpGcqWbDgMSOCA,Radiance Noodle Bar,chinese,805 3rd Avenue - Atrium,20,3,10022,40.755573,-73.970648
tLg1gQ1tqYCT-5gGsOwHfA,Hannah Fun Chinese Restaurant,chinese,6619 Bergenline Ave,15,4.5,7093,40.79401,-74.01282
9JIV8fh01kURbaw2pB1rdA,Peking House,chinese,18523 Union Tpke,168,3.5,11366,40.72888119,-73.78308102
QGldR7s9_qV_35iGtkcNyA,Asia Harbor,chinese,402 Church Ave,121,4,11218,40.643948,-73.9763473
oC1MLewpogrJUYoIeDoGBQ,Clear Lake Restaurant,chinese,44-29 9th St,13,3.5,11101,40.7500843,-73.9515551
FfUc69vNKeTkGqdpnq0giQ,Fansway Teriyaki Kitchen,chinese,1513A Myrtle Ave,33,4,11237,40.69928602,-73.91522706
Wioz8mltNscAtJg_RGyckQ,New Mulan Seafood Restaurant,chinese,136-17 39th Ave,236,3,11354,40.7604295,-73.829968
U7N6Jd8Qe7rbYB87pwuAoA,New Man Hing,chinese,658 Passaic Ave,107,4,7110,40.82724249,-74.14608191
KIPrTLyJb0mHpsxuaCByZg,Corner 28 - The Roast,chinese,5124 8th Ave,110,4,11220,40.6401825,-74.00495911
Fj5RosdsJV24ZT8S6X-nNQ,Om Wok,chinese,89-17 Northern Blvd,69,3.5,11372,40.7565331,-73.8782364
bMAsaXIDMActYCYCw0HcCQ,No 1 Chinese Restaurant,chinese,825 W 181st St,120,3.5,10033,40.8513816,-73.9394706
KwTr8s5IrVq6tMO4XE6P-w,King's Kitchen,chinese,5223 8th Ave,175,3.5,11220,40.63938993,-74.00515616
PuE9nZ2aB5ghk2g5AoMCwQ,Taste of China,chinese,8 State Rt 5,68,3.5,7650,40.84046765,-73.99855568
SrWl6tooHP0QfqnAOPbxWw,Best North Dumpling Shop 東北餃子王,chinese,41-42A Main St,51,4.5,11355,40.75701,-73.82913
CgMgIB_XO4YXJp_MNtB-2g,Good Luck Kitchen,chinese,171-03 Northern Blvd,85,4,11358,40.75826,-73.795471
Rta-_ALLo7g9xTUi23pmRw,Curry On,chinese,765 Newark Ave,141,3,7306,40.73519135,-74.0635376
rHA9M0XOJL6O11xaEiDurA,New Kam Lai,chinese,890 Amsterdam Ave,70,3,10025,40.7988096,-73.9671464
pjbMNd88LRNxvrwaO8kEhQ,New Apollo II,chinese,1477 Myrtle Ave,63,3.5,11237,40.69916916,-73.91665649
6t22uVBh30DFT88rQ5e95A,Xing Wong BBQ,chinese,89 E Broadway,43,3,10002,40.71354617,-73.99357237
gNmF50bsYnpVQCNXoW02mg,Jing Fong Restaurant,chinese,202 Centre St,18,4,10013,40.71882649,-73.99901859
i68ePkcGmSimy2_OTDo5qQ,Happy Garden 813,chinese,513 6th Ave,6,5,10011,40.73699,-73.99744
LU4mHDTgFxOuvuK1SFbJag,Asian 83,chinese,1605 2nd Ave,36,3,10028,40.77626,-73.953269
2DlAPX4KBG8e7veOWYR6DQ,New Hardee Chinese Restaurant,chinese,835 Dekalb Ave,36,4,11221,40.69244,-73.94299
MRzv1MW8M66vkHA8npV9lw,Pho Mekong Vietnamese Restaurant,chinese,15632 Northern Blvd,373,3,11354,40.76317643,-73.80898
x3_DaW2lWCNovheuZV_nAw,Private Kitchen,chinese,3635 Main St,81,4,11354,40.76235347,-73.83134505
vWEKZVPIYFewfqCOkkvVIQ,Lin's Garden,chinese,652 Seneca Ave,50,3.5,11385,40.7034531,-73.9090729
RCzBcrOgc2ZWzXmkdmb6QA,Taste of China,chinese,101 48th St,31,3.5,7087,40.77891537,-74.01616048
rhEfNtVrckQj-Ns44OBHgA,86 Noodles,chinese,8608 4th Ave,213,3.5,11209,40.6226399,-74.02878
P0kgB_J-5e9I-XueebWpJQ,Ah Woo Rang,chinese,449 Broad Ave,66,4,7650,40.8517,-73.99561
PUwrkoUztUYs4VdHlK9qBg,Wa Lung Kitchen,chinese,557 Grand St,71,3,10002,40.713919,-73.980251
7qvHljqtI4UZEXwpPp3Yug,Weng's Palace,chinese,304 W 40th St,79,2,10018,40.75601,-73.99146
8dSqyc5rHkqRa_oHk2v3xw,Dun Huang,chinese,817 60th St,72,4,11220,40.6353649,-74.00893019
akWRnF0VFJLJD4uOnGWB-g,Po Wong Restaurant,chinese,617 Summit Ave,33,4,7087,40.758224,-74.044303
WgzUkwQkKwraqNzbYDFgWQ,Golden Imperial Palace,chinese,618 62nd St,126,3.5,11220,40.636477,-74.014634
0kKYP-_ScvaHi0LUqg-iBA,New Ah Ping Snacketeria,chinese,45 Division St,16,4,10002,40.714019,-73.995353
ynVdTXNvG0_hNAmrTFQ4cQ,Lao Shen Hot Pot,chinese,160-34 Northern Blvd,53,4.5,11358,40.76242617,-73.80457952
vw_Xsqnep2odsL3l5-Tn1w,P.F. Chang's To Go,chinese,938 3rd Ave,23,3,10022,40.7598503,-73.968008
y8Z9Tos6qtDVd0X0QVm70g,Yoan Ming Garden,chinese,1407 Madison Ave,42,3,10029,40.78819,-73.95328
U2x299aFPwXRYXlMxyO4tw,New Golden Dragon Restaurant,chinese,398 W 145th St,35,4,10031,40.8242006,-73.9455163
5ccJFGa6crpptt9tW0YKAA,New Grand Buffet,chinese,34-45 48th St,178,2,11101,40.75219353,-73.91492128
e03tT0hH6qU-_dR8pwFa0Q,Mr Wonton,chinese,4411 Queens Blvd,57,3,11104,40.743636,-73.9202633
BUB1ej9y5RBseuy5VyOpxw,Chang Wang Restaurant,chinese,38A Allen St,24,3.5,10002,40.71599,-73.99175
FnWeS2HRGvDimOHMHRHOsw,Number 1 Chinese Restaurant,chinese,6308 Broadway,39,3.5,11377,40.74965,-73.89898
5yHuB6cT4Y82u22kOziobw,China Chef Restaurant,chinese,1322 Paterson Plank Rd,127,3,7094,40.79161538,-74.05780335
8SM-aKKwlK8JNaJTr60c6Q,East Met West,chinese,752 Metropolitan Ave,56,3,11211,40.71446,-73.94392
J4x8WRUAoG7HKiGMjFGPvQ,Dumpling Town,chinese,86-55 Broadway,33,4,11373,40.73717,-73.87709
j9LAlbSiqGlvfAOt8LRRzQ,New Kam Lai,chinese,514 Amsterdam Ave,58,2.5,10024,40.78701,-73.975899
X1upzQ1oDfU9Jb378kUkRA,Fish Village,chinese,2007 127th St,101,3.5,11356,40.781505,-73.8408955
ldEnlFvW6Rqqoryh6hdDpQ,Friendship Food,chinese,103 Bowery,23,3.5,10002,40.71750135,-73.99519216
4fQuriJ0mFzzG6RE1cRV5A,Halal Kitchen,chinese,4214 Greenpoint Ave,36,3.5,11104,40.74051,-73.92241
ItL1MPc-ruJagHTkdshW7w,Dong Bo Sung,chinese,2169 Lemoine Ave,94,3.5,7024,40.85667,-73.96741
TxaxeiUqQqcFrWrerNqgXw,No 1 Chinese Restaurant,chinese,265 1st Ave,46,2.5,10003,40.732437,-73.982139
KB7-1nNULVzh-DO8SF6lKg,I Chopsticks,chinese,185-20 Horace Harding Expy,268,3,11365,40.739884,-73.788659
JDv_pfBjuaU3BR7GC6GxRQ,Yummy Yummy Chinese Restaurant,chinese,5273 65th Pl,48,3.5,11378,40.7318717,-73.8999307
48bFNXISuqFzkAG3Iak8Gg,Guo’s Restaurant,chinese,83-29 Broadway,38,3.5,11373,40.74075,-73.87905
KCdsDYiOYOTmCojqIMekqw,New Shanghai Tan Restaurant,chinese,135-20 40th Rd,176,3.5,11354,40.75845,-73.83075
rHg81VzTGVREMCfMmgYMog,Delicious Wok,chinese,5952 Summerfield St,37,4,11385,40.700328,-73.896705
dj_AYwfCan42nHkqJbx5BQ,Rainbow Dim Sum,chinese,82-53 Broadway,45,3.5,11373,40.7420957,-73.8810986
RR2EAtBRVzoP8icHrHGDJg,Golden Shovel,chinese,337 9th St,20,4.5,11215,40.66886915,-73.98522165
3LTl3k2e8AEoCqviKq9yWQ,Yaso,chinese,30 Hudson St,40,3.5,7302,40.7131952,-74.0344583
pMD9ZQcyKfD6N2zb0kiR2A,Hardee On Utica,chinese,209 Utica Ave,44,4,11213,40.67168333,-73.93059026
zv3QIA-xGfegH9EGpxgriQ,Tasty & Co,chinese,94-19 63rd Dr,82,3.5,11374,40.7293015,-73.8631973
a52GUjv7jYD3Baa0Ltbytw,Golden Dragon Kitchen,chinese,394 Metropolitan Ave,24,3.5,11211,40.7139499,-73.95519
02vk_9R9iv22JBft8KpIxQ,Mama’s Kitchen 老地方,chinese,82-02 45th Ave,15,4.5,11373,40.7414856,-73.8827445
5dzFMuClH9CDvfaUuIKWeg,Hunan Chen's Kitchen,chinese,1003 Columbus Ave,41,3,10025,40.80133,-73.96113
0mPJL4IyM9-6ECADORl18Q,Yi Jia Kitchen,chinese,147-48 Northern Blvd,26,4.5,11354,40.7652998,-73.8175312
Qsc2DrX3IR-uGfwnUlOzcA,Lotus Express,chinese,4840 Broadway,77,4,10034,40.86626,-73.92474
S0CYlCpjRfq13k2qz06DHw,Xiang Hotpot-Brooklyn,chinese,5816 Fort Hamilton Pkwy,148,3.5,11219,40.6339,-74.00467
gj3TK9OEeXbb2-3Yp2Laxg,Bamboo Garden,chinese,6409 8th Ave,175,3.5,11220,40.632924,-74.011871
z9uTP0OgfJ3iSjlu77uZ9A,Hibachi Grill & Supreme Buffet,chinese,200 E 161st St,82,3.5,10451,40.825096,-73.921577
5W89QQZqPJazBS80anuu3Q,Wah Yoan Restaurant,chinese,5406 Park Ave,22,3.5,7093,40.78230967,-74.01215293
Xl0JBlbr-D4aICTMcYi5TA,Hana Noodle Station,chinese,408 Albee Square W,71,3,11201,40.691301,-73.982538
_PdcklnobN5F81P_H2rk1A,Coco Rooster 皇椰鸡,chinese,59-14 Main St,67,4,11355,40.7433869,-73.8257789
BzeKhg79UpG_qVwB-TGk2Q,Yukun Shaobing 钰银烧饼肉火烧,chinese,13621 Roosevelt Ave,29,4.5,11354,40.76012,-73.82941
_HnHXaptod3lx2WlKYYNnQ,Kung Fu Xiao Long Bao,chinese,59-16 Main St,925,4,11355,40.7433429,-73.8257699
Ypz7j5vm0kZ2XqpjGjbHNw,Kookoo Chicken,chinese,1698 86th St,148,3.5,11214,40.608487,-74.005194
aGmsJ6_NWw5vnLS43MZLpA,Spice,chinese,610 Amsterdam Ave,53,2.5,10024,40.7900599,-73.97351
1GNH6ZldleY8rKtWNZX_yg,Baybridge Szechuan Restaurant,chinese,20806 Cross Island Pkwy,65,4,11360,40.7886851,-73.7851023
gqoFq6ptn1C1D0R8DypaRw,39 Kings Cafe,chinese,39-07 Prince St,99,3.5,11354,40.75964612,-73.83219154
NtBiQJft-e7pq_lSAshozg,Wo Kee Noodle,chinese,168-12 Union Tpke,172,3.5,11366,40.7229064,-73.7997061
tDYk6DmmU3buWBs9G0NBXQ,China Restaurant,chinese,937 Utica Ave,70,4,11203,40.65026093,-73.92993164
FK5RnNOUxxIImPVcAHGM4w,Great Wall Chinese Restaurant,chinese,4100 Park Ave,25,3.5,7086,40.77378191,-74.02021138
Cq2IVq7VOlEzQ0YfdPqc-w,Amin's Chinese Halal Restaurant,chinese,215 Tonnele Ave,52,3.5,7306,40.73828,-74.06586
hR3NQG3HB1I6cC88ydbrdw,Ming Wong Restaurant,chinese,61 Mott St,9,4.5,10013,40.71601,-73.99838
PGBHteqfNcTqesQFKqqdsg,China New Star,chinese,2212 Flatbush Ave,145,3.5,11234,40.615961,-73.929765
kEeGDZtrEqKKyl-s8rqKCg,Red Mountain Noodle House,chinese,44-13 Kissena Blvd,69,4,11355,40.75363062,-73.82240988
mQ5uHsh3ssahNcxrdiSQCw,Niuddo 牛粉道面,chinese,41-42 Main St,36,4.5,11355,40.756965,-73.829318
neabGe_cEiXaNE1rESYPjw,Hot Spot Nabe,chinese,7204 18th Ave,92,4,11204,40.61515,-73.9946
z80hV_2lH5J6LjiXVNXwGA,Broadway Snacks,chinese,8610 Justice Ave,28,4,11373,40.73758431,-73.87671953
ZF-pkWLcWEK3K3DXssFj8g,Beijing Chinese & Japanese Food,chinese,551 Woodward Ave,37,4,11385,40.70711136,-73.90905762
khEsiq_isObizKE_RuP3Sw,King's Wok,chinese,3575 Broadway,28,4,10031,40.82762,-73.9499
AL2IGLkQ72b_ykGInqaJPg,Hunan 3 Chinese Restaurant,chinese,2414 34th Ave,25,3,11106,40.76134254,-73.9314051
B9JGlCZ6XkKPXXhTaYwAlA,RJR Yummy Kitchen,chinese,9021 31st Ave,32,4,11369,40.7601665,-73.8783152
TjB0wn5MyHM5rDMBCSCnfw,Old Peking,chinese,746 Montgomery St,44,4,7306,40.7255268,-74.0683028
euYzPWTvH9w9KC4wzhzGkQ,Asia,chinese,63104 Woodhaven Blvd,37,4,11374,40.721936,-73.8666669
1-oCMIHLTRyK1wOD9k2cVw,Ke Zhang,chinese,45-72 Kissena Blvd,109,3.5,11355,40.7506275,-73.8193525
51DwJDP5TOlsCQYc0GQdVQ,West Place,chinese,1288 Amsterdam Ave,59,3,10027,40.8116735,-73.957693
_F3jmjLn3PrOGNz7RuMPnw,Max Bakery and Restaurant,chinese,37-63 90th St,18,4,11372,40.75077953,-73.87673072
_X8K1SI2ikAYgxbpB8lBiQ,East Buffet & Restaurant,chinese,4207 Main St,382,2.5,11355,40.7550707,-73.8280097
71_8yA0L_FCwfgC-8KQjXA,Western Yunnan Crossing Bridge Noodle,chinese,705 59th St,110,3.5,11220,40.63739588,-74.01100534
4OGtGzKP6fvRu7MfQMRSEQ,Hong Kong,chinese,1703 Lexington Ave,17,4,10029,40.79267831,-73.94578147
0bM7u8ifFfXUnaybey3Yrg,Panda Express,chinese,423 Fulton Street,77,3,11201,40.6919,-73.98809
dOxBYyxlZ2paUXE9vGis3Q,New Ruan's Restaurant and Cater,chinese,1955 86th St,118,3.5,11214,40.605279,-73.999018
E_V_pCjtbvdniE8ECOMg3Q,Great Wall Chinese Restaurant,chinese,87-12 Astoria Blvd,28,4,11369,40.7638765,-73.8816184
PLHPKk7wDlKDNyA1qowV4w,Zhongzhong Noodles - Bronx,chinese,657 E 189th St,28,4.5,10458,40.85658,-73.88415
9gktK6DNHb3k0y-o6nP7pA,J's Wong,chinese,717 Franklin Ave,75,3.5,11238,40.67402,-73.95661
uP0zrPN8vCMxTe1jnsKsZQ,Lee's Restaurant,chinese,1546 Myrtle Ave,49,3.5,11237,40.69939615,-73.9117648
NYdIAon4Wj5ZWVFpSNEKsA,Tea Station,chinese,47-16 Bell Blvd,90,4,11361,40.7564226,-73.7676567
PqJLW0N5cT0W_Svt2dE9OQ,Moment Cafe 小苏州,chinese,157-02 45th Ave,49,4,11355,40.7566295,-73.809031
Pj7vKy-QJBwUokCMji2MZQ,Delight Wong,chinese,300 Grand St,22,3.5,10002,40.71761,-73.99168
hNLfVfnhexy7qegeYY6tkQ,Panda Chinese Restaurant,chinese,7303 Yellowstone Blvd,60,4,11375,40.71751539,-73.85695215
XkIW7sygtBLk7wuaLI4w4g,HK Seafood Restaurant 香港風味食坊,chinese,42-96 Main St,133,3.5,11355,40.752527,-73.827342
ZaSYdwa6ooKEYDR4SWOVzw,Chinatown,chinese,218 Harrison Ave,146,3.5,7029,40.7463,-74.1593199
Ge9wqsI72Mvk375CPvXurw,Mr. Khao Man Gai,chinese,73rd St & Roosevelt Avenue,13,4.5,11372,40.7467196,-73.8923393
E1fFQqXuO2Ido9hGDmTbDg,Good Luck Chinese Restaurant,chinese,4516 48th Ave,13,4,11377,40.73920432,-73.91976259
2AFr9Q5cfWh_lkj2ChykDg,Chef Chan Resturant,chinese,238 Paterson Ave,58,4,7073,40.83361544,-74.09737721
_WBiQBojv-uMh7-MBk_qeg,Hong's Chinese Kitchen,chinese,127 Broad Ave,58,3.5,7650,40.8451399,-73.9999123
1THlGdn06KHrP5meWQ_1zg,New Arping Restaurant,chinese,45 Division St,7,4.5,10002,40.71400648,-73.99575334
3uJAt1EHG0x9pz_c91AHuQ,Peking Garden,chinese,3163 Broadway,32,3.5,10027,40.8149986,-73.9592896
_eWN3zih_cnY0fiLWva9EA,Li Wan Restaurant,chinese,6428 Metropolitan Ave,29,4,11379,40.71229172,-73.89613342
GDqIF-JMOO-8EM3yKn25_w,New Sze's Garden,chinese,201 Cypress Ave,30,4,11385,40.70826305,-73.91975999
c_YQu6gmnG_v7nXoTQHzHA,Xiao Chuan Dian,chinese,8 Henry Ave,39,4,7650,40.8462581,-73.9995048
h-ULtMDeM-4psdx6UlL5Ng,Flower and Dessert 次第花开,chinese,133-40 37th Ave,46,4,11354,40.76048,-73.83345
xVPTI1ytXt2PLU-strKcnw,Gem Bistro,chinese,10 Schuyler Ave,28,4.5,7032,40.748554,-74.144834
1GQhMgBa098ptUEBIuR-pQ,Chinese Korean Dumplings and Noodles 中韓面食,chinese,136-20 Roosevelt Ave,64,4,11355,40.75901397,-73.82965853
BKCOHFbh4SQJ6B8htf9lUw,Cheong Fun Cart,chinese,6102 8th Ave,18,5,11220,40.63487,-74.01041
kwGaeWUVC_MIxMFw0sM-Ww,Hong Kong Express,chinese,989 Wyckoff Ave,49,3.5,11385,40.6961416,-73.9047676
wjhtsakYuglCXwPaUFN4-g,Green Leaf Restaurant,chinese,175 Broad Ave,52,3,7022,40.82002,-74.00796
vGou_-nTIpcGZMexHi-7sQ,Danny's Szechuan Garden,chinese,156-40B Cross Bay Blvd,171,3.5,11414,40.66279269,-73.84116594
XzMVQtnifzlFoq6Uj4795g,A Shen Zhou Restaurant,chinese,159 Wilson Ave,65,3.5,11237,40.70026,-73.92469
pMgk7E6bCG5Aj2sLuowobw,Golden Chopstick,chinese,789 Franklin Ave,76,3.5,11238,40.6718339,-73.957229
gABJfl51T0QXitBlXlVB4g,China King,chinese,2026 Lexington Ave,9,4.5,10035,40.80339,-73.93832
9L80a4aMA4M1e50gMf-6YQ,Asia Sushi & Chinese Cuisine,chinese,926 Washington St,83,2.5,7030,40.74815,-74.0279599
PBh9J_5HF8dtg2MTTUqVnw,Autumn Asian Restaurant,chinese,349 Flatbush Ave,51,3.5,11238,40.677148,-73.9721409
L9N9O2u_M9Daby9_myK4Yg,Mao’s Bao,chinese,4059 High Line,16,3.5,10011,40.74807149,-74.00470625
Ja4MWGAyPw74Oy6HJ5RizA,Rickshaw Dumpling Truck,chinese,66 Wall St,142,2.5,10004,40.7058995,-74.0083016
apdY4fT0jKQkDveI-XlIdg,Dim Sum Station,chinese,366 River St,34,4.5,7601,40.88987749,-74.03848428
Dj_ItL2pHLlOAUZ2oQBS8w,Happy Garden Palace,chinese,54 E Broadway,17,4,10002,40.713813,-73.995506
zkxEqO_vCVEdpnD6gJOMNg,Ming Xing BBQ,chinese,35-14 Farrington St,78,3.5,11354,40.76391,-73.83186
2c87l2Se1SlCZrPjuoX3Ug,King Hong Restaurant,chinese,1230 Anderson Ave,75,3.5,7024,40.8402095,-73.9809574
ZyxYjbxS1PnM8AOOdilUSA,Sheng Jin Eatery,chinese,41-40 Main St,48,4,11354,40.757,-73.82933
d8wA3iuWvrs1slX1WHSV5g,King Wah,chinese,6911 Northern Blvd,46,3,11377,40.754592,-73.89701
oUo_8ST8_fTKTEU6LYC65Q,Ten Zen Asian Cuisine,chinese,6703 Austin St,57,3.5,11375,40.7241575,-73.8553204
8a_ci8y-96SjvdaK3eIoSw,Dragon And Phoenix,chinese,36-11 Ditmars Blvd,9,4.5,11105,40.77426,-73.90761
utItnelwAbkxF6GGHVopSg,Pho Hoang,chinese,41-01 Kissena Blvd,247,3,11355,40.7584358,-73.82939033
dfNfopJ6voJXinhXOAdY_Q,Bayside Dumpling House,chinese,42-18 Bell Blvd,138,3.5,11361,40.7621674,-73.7705664
7CVwzVYgNndEgWrFnVoQBA,Jianbing Company,chinese,445 Albee Square W,54,3,11201,40.690879,-73.982866
6ZUNlT0iiHUEwZ-46GQmrg,ChopStix Of Bay Ridge,chinese,8405 5th Ave,254,3,11209,40.62256,-74.0253
WThqnTprg2txsVBt7D0Tkg,Affable Eatery,chinese,912 65th St,186,3,11219,40.630857,-74.010003
l1JP5MiQja95rF99qeJ1zw,Golden Wok,chinese,1770 Amsterdam Ave,56,3.5,10031,40.827003,-73.946723
VPYu7V80ijy_AQYgBv_fuQ,New Great Wall Chinese Restaurant,chinese,6913 Woodside Ave,18,4,11377,40.74282,-73.8950799
gqUR7hd3NsxOD_JrD-iFfQ,Traditional Chinese Food Cart,chinese,35 W 4th St,8,4.5,10014,40.7293724,-73.995937
zqi2taRgN5VzkEMQGOMQHg,Shanghai Sogo,chinese,36 W 47th St,12,3,10036,40.757195,-73.980431
Y6RpeX_aAwY6aIWKaGs0OA,Rong City,chinese,19 Eldridge St,11,4.5,10002,40.71500563,-73.99370145
s1uT-RIpz6X3dN-n3NeAZA,Lodi Chinatown Gourmet Kitchen,chinese,25 Washington St,67,4,7644,40.8756476,-74.0848824
kM27KOTMWnR9taTPudds9Q,Royal Queen Restaurant / 君豪大酒楼,chinese,136-20 Roosevelt Ave,213,3,11354,40.7594017,-73.8291601
LXhxAiLtNsFz1Edt8fFh3A,P.F. Chang's To Go,chinese,62 Fulton St,28,3.5,10038,40.7085079,-74.0050761
R9ztsMxFCNlWk1PtrECADg,Lucky Restaurant,chinese,45-21 Parsons Blvd,66,4,11355,40.75535586,-73.81492274
Rp-kcJD6Dwaq0c4Kuj6aiw,Good Tasty Too Chinese Restaurant,chinese,14 Green St,69,4,7102,40.7323639,-74.173104
jB1V38PMXtWbOzg4j0deFQ,Lees Hawaiian Islander,chinese,768 Stuyvesant Ave,192,3,7071,40.804107,-74.134033
a-hVnSTC12MY5L3t9yOSJw,Eastern Chinese Restaurant,chinese,2105 Broadway,28,3,11106,40.76566868,-73.93076878
zEgjnd9lBU1ppfiL1U8_TA,Congee Village,chinese,36-36 Prince St,358,2.5,11354,40.76102869,-73.83297786
LUOjcKcx0gxiH7wJX9CijA,Mao’s Bao,chinese,75 9th Ave,7,4.5,10011,40.74245939,-74.00596349
QqSDuJKKmEHOEPpzCFTQFA,Flower Brook Mifen House,chinese,44-35 Kissena Blvd,35,4.5,11355,40.75325862,-73.82172078
bzr6GEQyjpgbkhHAsYaljQ,Randy's Chinese Food,chinese,1693 Putnam Ave,59,3.5,11385,40.700336,-73.906774
GrxbGiLMkl1jd665k1lbIQ,LULU Chinese,chinese,78-06 101st Ave,106,3.5,11416,40.6802989,-73.8594402
oEtZCrpEeQDYou3edW9hkw,Chen's Kitchen,chinese,301 Jackson St,17,4,7030,40.74183,-74.03993
7wrFd9tnIBMClzDnrWdSNw,Chinatown Kitchen,chinese,450 60th St,10,4.5,7093,40.78857575,-74.01585365
oD0mN9vXuc1gFRyw1CG-Pw,New China Wok Chinese Kitchen,chinese,57 4th Ave,29,4,11217,40.68257,-73.97927
P_a_taGxqxvkzdzp51Bm7A,Simon's BBQ II,chinese,5224 8th Ave,71,3.5,11220,40.6395142,-74.0053988
bykNX7DuZc6hxjD07qtnow,Eatzy Chinese,chinese,37-21 72nd St,28,3.5,11372,40.74972399,-73.89376962
mRhPjOOf17Q-a8CwLbmBvA,Empire Express,chinese,319 9th St,48,3.5,11215,40.66918,-73.98567
CpkH4QBm7V6AQ4CztQ6fcw,Dumpling Legend,chinese,176-61 Union Tpke,112,3.5,11366,40.7261295,-73.7912296
JTFc6V7JLTdiUL3LuH7LiQ,Lotus Cafe - Hackensack,chinese,450 Hackensack Ave,196,3,7601,40.9089113,-74.02838766
b03GEE_pYlLCdD6yShZKqw,New Chinatown Restaurant of New York,chinese,11 Avenue D,12,4,10009,40.720527,-73.978652
wTkDTIVZQdJUcexXPhdOqg,Baumgarts Cafe,chinese,45 E Palisade Ave,176,3,7631,40.89334,-73.97332
ba__s4k4qx2bd60_RwoRrg,Golden Palace Gourmet,chinese,140-09 Cherry Ave,92,3.5,11355,40.7540809,-73.8227395
dBpttLTwkOT3HtFZ-u9vgQ,Panda Garden Restaurant,chinese,5917 Roosevelt Ave,31,3.5,11377,40.74558871,-73.90468545
g42C_GsiLWzbVY2OZQsoyw,Ho May Kitchen,chinese,100 Woodpoint Rd,13,4,11211,40.7186,-73.94072
LpfsAZ7mBmK1om17S477zA,Zhen Good Taste,chinese,5961 69th St,31,3.5,11378,40.72182,-73.89278
XZKNFGN10jzjEh7HIf0BDA,Red Bowl Asian Kitchen,chinese,446 Main Ave,75,4,7057,40.857979,-74.100957
WfqMC8dGFCZPTQ-K0YuPBA,Jin Da Lai,chinese,35-30 Union St,31,4.5,11354,40.76454462,-73.82816659
8Rx82sRLaWA8FgdUkW_HnA,Hot Pot Best,chinese,95 Montgomery St,86,2.5,7302,40.71665,-74.03866
CIV1wpkbmpdMPDCl1lNWhQ,Wing Wah Restaurant,chinese,9812 Metropolitan Ave,47,4,11375,40.710773,-73.85427
qI_HCkmN5Hl0ekVgFdHbCw,Beyond Wok,chinese,42 Union Square E,6,4.5,10003,40.73629959,-73.98898789
v5CsUc6pr7foHWsoQ0Y36Q,Ho Wan Restaurant,chinese,111-05 Liberty Ave,104,3.5,11419,40.68508,-73.83095
5FbVGhTO8U4wh0AATsN9tA,Wan's Garden,chinese,6826 Forest Ave,27,4,11385,40.702864,-73.901421
TBW3arqP85VbGqOlQ3PM1Q,West Side Wok,chinese,691 Amsterdam Ave,13,4,10025,40.79235,-73.97139
B3H2sw4jXR8WLHmIYfw5Kg,A Taste of Shanghai,chinese,39-07 Prince St,167,3,11354,40.759707,-73.832029
A73S-F6aUBatRnGtf4V0yA,Red Bowl,chinese,158 Hester St,6,4.5,10013,40.71757,-73.99695
jVuj54_J9z0w9DjKPoUK2g,China Mia,chinese,2232 White Plains Rd,48,4,10467,40.8581892,-73.8675759
a55PGapopgRnoQVOkqaz4Q,Hot Kitchen Sichuan Style 满嘴香,chinese,133-43 Roosevelt Ave,54,3.5,11354,40.75883396,-73.83271728
d74O9YD3anZwYmanGzRmJA,Big Hing Wong,chinese,300 Grand St,31,3,10002,40.71761,-73.99168
